cluster_id,source_id
2,6256400421097304576
4,6079676054613020544
3,1314444027631319424
2,1696947561540060800
4,2414536536847648000
0,5996338983113060224
1,983839813375196160
3,6031233698295977216
1,4732187201432296832
1,2732649994070525440
4,6858264633647085824
1,140264599572690432
2,1378571909449547136
3,4726413807609831808
2,2870230921982356352
4,1360216146940431744
0,4590541142814371456
3,4087112804703011328
4,6315566756695130240
3,2823927532399422336
0,4689043537731197952
4,2629765186365983104
4,4392082729973297024
3,1161445472797010560
2,2415864441952439296
3,1301959760292891392
3,1947455274295405568
1,2587426154676306304
1,5461650773473805056
3,4299835697276241152
0,5221369171697756544
4,3648269092374988672
0,4189749530783690752
4,5294618773779343232
4,5545957889127958528
1,2116765118485030784
3,2790180664388427008
4,4406666102449099008
4,3626111076921255040
1,1436096914705577984
1,4266121681509991168
3,1240185348752831360
0,6244296344267067904
0,544488848251160320
0,6098718874449751680
1,1108923623405657728
1,5014915591335181952
4,4133500096454045184
4,4572700295341858688
4,5858087834172550144
4,6164755886403948160
3,4713724378273220736
2,3678336955823561344
4,4717694611681725824
4,1496305896565377024
0,5413603936418493440
2,6252391773508248320
4,4134669053432416640
0,6701901672014615680
4,4441441937247553024
1,6385344788251169280
4,6258057453839989248
4,4689063878697417344
0,3673491545518699264
0,3630462432843699200
4,6890184040315358592
3,3912551005762374656
0,4180445325949991808
1,3033644909955978240
4,6458650087467988736
0,4444034860543590016
0,6672076457039454592
0,6555635053216043520
0,1530431507677711104
4,5223827026865294848
3,2596396657730484352
1,2633990914493738112
2,6012061204799830656
4,2704528541080802560
4,4599221787113753984
3,2226251428363124352
4,4643310691557848064
0,6415492091416203264
3,1367707527680842880
4,5663484407836371840
4,1211240636432168192
4,2679619272657414144
4,3576939581193247616
0,1357699983298765056
2,1576836017968961024
2,4915804926012646400
1,4620699338012706816
1,3666398252410609024
2,6664881222885715072
4,4571488599168238208
2,3924473113421578112
4,5912559663098473088
2,1347869662152325248
2,4975604305432078848
2,6143149585269051776
3,6650052006483746944
4,1299026606867292800
1,3581742660300973952
3,2181388914416483456
1,2267081174182220544
0,4722145950147963136
3,5440878146968728192
2,3697949460124343296
1,1234071033309913344
4,2556499297768682112
4,5920753395544008192
3,3252502974334790912
0,4602756682638846208
3,4428778483872231936
1,2627717552117723904
4,4457353622848766848
1,4652282083670805248
4,5948571250209849216
4,1271140518086642688
4,5927588994941130240
4,6468188110321566592
3,6636607758116097536
4,6028451697772494592
3,4592440755310747264
1,2148551587325196800
0,4568269538361049344
3,3983372817450016128
1,4476673794510142208
2,3666814761159035904
0,5353013183518841728
4,4033753058709711488
4,6713429707834046208
2,4972444583891012608
0,1265701612019625856
1,5249750178169028352
2,6121126131143130880
4,6334840577054917888
4,6267478413067087360
1,2836821986294188416
4,6392112591557502848
4,6641134932819613952
2,848425679284455424
0,3859722800647000192
1,4332852416543148032
0,6114763734094676864
2,316039056738451328
0,5508788005188732416
1,4535172657822877952
1,1843618736199712384
4,6822376810337344768
2,204152959657113472
4,5805783722400095872
1,90615701047831936
2,6296834170934221440
1,3911312955669148032
2,6031786237244284032
4,1392237120995884544
2,3603134861609439488
4,6548675385130206976
1,3688372129730666880
1,1235607493435037440
4,6702288253434072448
2,2701673556060456448
2,6009652385288583808
0,1331424060576861824
4,4112439333533017856
2,3039891647824544128
0,4421526689291799040
2,4318401603986269056
1,2672342571560767744
1,4930958876303204864
4,6484424804688477184
2,4645875646026903424
4,2683940701246850816
2,6840176323043351424
0,2302992392176261248
0,900851905525332096
4,2632781348624598784
1,1678514146021320576
4,6202147940406274688
1,3912373950030482944
4,6816581082685945728
1,1682633500694223744
1,1795445180411852416
4,6850106390510306944
0,5413575417836231040
4,4437765307803949440
4,4390404188035126016
4,6617491030478926080
2,6655274686715466880
4,2385875331023545088
2,4438176250275169280
0,6750959067645451264
0,2299700832320032896
2,5032084121804776320
4,1155847137545564800
1,3080839861727224832
4,6463271918955260032
0,5621762584430304512
2,5003394736700042752
3,2967227570044771840
4,4226334684979392768
4,4378448270392671232
0,4392511745666176000
4,4238935878516829568
4,3233046188368310016
4,1393275266130946304
2,1375490218875428736
3,4428329264652388224
2,2741862939439395712
3,3440051311250406784
4,4408439133669146496
4,6241711907825232512
4,2344406459708471040
0,1227391706329592064
2,6568403131994711936
0,2686868700715354368
1,1550621977136684928
4,4448834847277033600
2,1526627197444852224
2,6905171753895518848
3,4485091930401453952
4,4224508464885273088
2,4689731179129666304
1,1437150796600910848
4,6444436357058954368
1,2690691084166642560
4,6514385740628901888
2,1692644176108249344
3,96191947282697472
1,1366406363044124800
4,4439192130298940160
4,6628681726682304384
4,3685611286097868544
4,4125764035717105152
1,4544586092256642176
2,3740388478652290048
2,6732801011080272640
2,6459701873419798272
4,2614207990186178688
0,1475401844058846720
3,4615713082843739648
1,4936229041693351040
3,6727791533060585216
1,6753731554934549248
1,1428228878216774528
2,1283002083885367040
4,2118059690346750336
3,1071408832124571648
3,4025167483509415424
4,6851810191155103616
4,6716756452064482304
4,6365221079764783232
0,1664161636627974656
4,6667600555656392576
4,2670081082300932736
0,4548505370178845952
4,1346673290421864192
2,4725607590708477952
1,4759940184883789056
3,5463289080159224960
4,4402303996224864256
2,4648826048049090560
2,6403989756679052416
4,6595604431189565568
4,4474197483855093888
4,1211980431664150528
4,5295531089255769728
4,1229683599662504064
0,6869732986604264192
4,5837442785333901440
1,6524241728503442048
4,4089124979709705216
1,282963857191053824
2,3847967548172099200
3,1183758377655380224
2,6657353996343745280
1,4847914790281474560
2,1211798432425032576
1,2406266323916666496
4,1238944927837693440
4,5031920122773794176
0,4397057362956285824
3,927912570312134784
4,3496245838715540736
4,6665386615978356864
0,4521404607588756864
4,6029432530850493952
2,2184717960742505216
2,6006516303246688000
1,6764964608101940736
3,6471940399909575680
1,1797927740227667200
3,1117501463369011328
4,1620641896953269632
2,4718024018493987712
2,6716752294534203648
4,4975489337747579136
0,6169283842789724928
1,2077564092988675456
2,6753443792127174400
2,4815839252960863616
0,3956951106357644544
1,4735050608884776704
3,4449357355815631872
0,6148907250924049920
4,391169163006044928
0,1375165725506487424
1,6824898815134272896
1,5361579890910924672
1,6916053345599313280
3,3705773447428993536
0,5095914448289677440
3,2425860789355180032
0,5014462111507906048
3,1424324615505799808
1,2594851049324276992
0,4519596804324435456
0,2096239194899975680
2,3784831047885177984
2,3861840047724928256
1,1818248398739670272
2,6777111501466562048
4,5212679112826803584
1,4529933553633584512
4,6447834049851849728
3,3698111844248492160
2,1469490251073286144
2,1534171736995546752
3,6322050748562946176
1,6357670286738414848
2,2288219658887444736
1,4882232060012773248
4,5362964760162314240
0,3721080092396014848
3,4444909522043617280
1,1850965294937368576
2,1186053058422688640
1,4000244033104204800
4,6186717531656614144
0,5358433191724333952
0,1649825860428028672
2,6342773519089998720
4,6306849927293211648
4,1305206858648064256
2,996072876666192640
0,3152476621985402624
0,6663204227135841664
4,6214508581404195456
4,6043775522495278720
4,5890049262790277120
0,6454188853399104640
1,714663870653352192
4,1277737622212635648
1,2547739454272387712
1,2720868413445885440
1,6556228647760769664
2,4249349215696662144
2,2046535771782771968
3,2149478097670189568
1,5668888683580940032
1,918941826740107008
0,6194857967855540992
4,6352047757934647680
1,4290893197424873856
1,678376791481729024
3,584289000215905664
0,6174275801674527744
2,4919220352725970432
1,1582902156762915200
2,5546668551601361280
0,4465435617427748352
4,6266708067730748288
4,1275071031640488832
0,6658099744403736064
2,3641444973457291648
0,4576589096181764736
4,4700968325403935872
0,5672496451813428352
4,6758808614301548160
1,6599957638242139776
1,5773920047221788544
4,6280163306914483456
3,6479496999729935360
2,5347184706735182336
1,2535771716878903808
4,3688712531658812800
4,6651237722396077824
1,4014688145559464320
4,6365979502268652288
4,4176611122745420160
4,6757083484866616832
0,1763969357963626368
2,5660553354650343680
0,2960365655412742784
4,6781722131678811008
2,5850279514900311552
2,1167447844212086144
2,1322954900465509504
2,2112308930997657728
4,6344161412001828992
1,4872995818742543232
0,6130438925915482112
2,6730096315553193216
4,6392741718366953728
2,875985419271988608
3,2845909552977235712
4,2043924466014824960
2,3753580487881999104
2,6872701908516541568
0,3488667656683663360
0,6493743543689605888
1,2195639031781117184
1,5553790088399201408
3,5124296932210839296
0,6417477878136376576
4,4379171474170182400
1,1114183927550942080
2,6743104358438580352
2,5202007012450416000
4,1774373795978680704
4,5456726129612515072
4,2078110928223949056
3,4125597876327090688
1,5123607400981327104
1,1704999353910297728
4,6694728428091638912
4,3722743962726401024
2,1343942447136020096
0,2612435126470303104
2,6517849683292876928
3,1060337372803823488
2,3679650837859221632
0,3855155605438796800
4,1384491095938208512
0,2375045897404539008
4,6230829285328626560
0,4376844941923713664
0,1210580792016555648
2,4985772039209196672
2,1454058639735865088
0,6164313951449422848
4,6271731667637584256
2,1399698544341028736
4,6379012700786650240
1,2076053673250596352
1,136044261628425088
4,2382806009955238784
3,2502928170685751808
2,6371622569603505664
4,6659976301513323904
4,6704659766873117568
0,1191352807549809792
4,1713274377203624448
3,2258352529326580864
2,1146578323243075840
1,6869301050333261312
1,5570290734275845888
1,5320527425261317120
4,1602268787071493376
3,6343416595953383424
4,6212541211506448512
4,4549672192530118656
1,3756545114828069760
0,3600161232412944000
3,2019019771769030144
4,6038338849818552064
0,5447654677647394432
2,6150721823066096896
2,6647605455672164224
4,6562615405865498624
4,1264665700267765120
4,4382636997377975936
4,3870267258890942208
4,1738297410722392576
4,1595403161589212416
1,6169690116632313344
4,3045177584337381760
4,4436777362245973120
1,6478435043295715200
1,4489513822565784064
2,4789261205059055488
3,1587800966396254592
2,4446475982519992448
0,5936697899064560896
3,6174924135577850112
4,5586321029698266240
4,1534405932971739008
0,4303938250042635392
1,4715440986506068224
1,6809354679950490368
4,6735555867517753728
0,2108854201042791296
1,5487709542650886272
2,1416988192889607808
3,2410813663491042176
3,3595801325211721856
2,1572785382772196096
0,1041531497722722944
1,5966406428307066880
3,539310114126057088
2,6850726072689955456
3,2963701298814637056
3,6639997625479804032
2,5754031840378890624
2,1921327476401404544
4,6590364291914800256
0,856033543834386688
0,6237415050745457408
4,4379068287575673088
2,6460778467101693312
2,3178809684951580800
1,753702683831774336
3,4137662886151443968
2,6633783769875652864
4,5381041109277293440
1,3464487304341283840
1,4873902056842165120
2,1198171325830486272
3,6851464360390168448
3,5995373989864658176
0,4705127777892009088
4,1429639998312009856
4,4267951956060205056
3,613150909861844096
4,1400990779741560960
2,853723572983428224
3,1286685928878628736
3,3881696991499777408
3,4603995007608988544
4,1496689488684649600
1,5218931829297331456
0,4704324069251928192
2,6135451217167397760
0,4400296116191336832
3,4676403929970268672
3,1223081620750540544
3,3703995056090761472
2,1193396421709321216
2,6040174828073472896
0,5228331107534825472
1,1385368884174013696
0,2350331040675620864
0,2559789105278417664
0,4127437011380962176
4,5271836068217938176
4,6295810044572076928
1,3918710091944273408
4,2106880680750276096
1,976696595566483072
2,6481232952494850816
0,1260554076535211264
3,3519739928299925888
2,6123914389551388544
1,5231994645923380864
3,3607140279390240896
3,5461555390839867904
0,4846253222053460096
2,6511706986707128448
3,6161398007956836736
2,1551726917602582016
0,3674860811156717952
3,4549052682148513792
4,6761301692522130816
4,1449425744413056640
2,2692412163461808896
0,1668038136670552960
0,6629364317250406528
1,299283152366100352
1,1910179940324079488
0,2658284039794006912
4,6037602138361377024
3,6536706720025411840
4,2339606022005656320
3,5795660381410176512
0,1469327798230584192
2,134360084692051968
4,2364816178658728960
1,2122321156897085696
1,370818989481263488
4,6368665574815187072
4,6320747964722900224
1,1726918427447270912
1,4558703306163591296
3,1767440035135662208
0,55417486279742208
4,6645401759490164096
2,4104921212267465472
0,5757487669848332672
3,2305505635239000960
1,6374970140129157504
3,4003418254453855360
1,2888894375950244608
0,2391673433793878528
3,336508595994966528
1,5485297523375875840
4,4456762394829898880
0,1251246916764448256
3,2021980275549532032
2,2461441397946503040
3,6036078082113059456
2,1206830598373067520
1,2696976511105948160
4,6115613008042330496
4,6429177403409721984
0,6418767188661597696
4,4747539342989791488
4,5798543129102279424
2,6430368238924539904
2,2599820914896673024
1,5244316151172513536
1,36400882922664448
3,5915204542631726592
4,6253305673825732608
2,6552608853618970368
0,549787360426120448
4,4453948912075854080
0,4887896778279658368
4,4020529988276794112
2,4800190762956669952
4,5827698500985363840
4,6037184633181290496
0,6284109557225768832
3,3737533493632061184
2,5228237958283760128
1,6009301464975905280
3,2301872604006939648
2,1165889423918934016
0,3871326466545958400
3,6015557381203654912
2,6766254099022975616
0,5323566681568847488
4,6787974607628863232
1,6322306007059164544
3,694791190117195392
0,4961093328924504832
4,4628345784251719040
3,1285855316559137408
4,3605111130681151232
0,4499964027752496896
4,3136066509723108096
3,2977225704151748096
4,3968105651821429760
1,5550331059178000256
4,3900089381491563520
4,4432552729334935680
4,4332404984028521216
3,898357079282218240
3,6084368564078569216
4,2637602947630133504
4,6703172849197660544
2,1566874167742664960
1,2105497770001772672
4,6639996560327957760
3,4871836315011288320
4,6573184358308397440
4,6225272181763625600
4,6694466744324472192
4,3820298230684806656
0,4149083272936340864
1,5768032712211714432
0,6032627196181815552
3,1360460135446536960
4,4579314373182842624
1,4670599745525378688
2,1518179924484905088
1,5766057473931048832
2,1203309962141503232
2,5207657952460123520
0,3824620204735208192
2,4644740365912072576
4,4666573368304498176
2,1502645714970759936
0,1645521100606287104
4,1556497595476124160
2,6388988535425318656
4,5873874965741957632
4,4432756757460748800
0,4404601799428808192
2,5941324369075273088
4,4704468105275014144
2,6841187946755483776
4,4453944793205006592
2,2370988802577112704
3,2445995286800816384
0,1663816286897519232
3,4904542662768774272
2,1468255018479203200
1,5190820443710591488
3,6236409478644004992
2,3654494802089228032
4,3951406200499572224
2,1427478770768564864
2,4888729280380306176
1,2134925167927552512
4,6760558594447725056
4,2440508208381980032
0,1298446030368467968
1,2517805799960017280
4,6560400336612963712
4,2381071770880214400
4,3913664879760620672
3,5079009457013398016
1,6071098038544518016
2,627497921696593792
3,3962975777243104512
2,6665751245818023040
1,4611097062449409024
1,2292105028038465152
4,188594900185407616
3,5608334175898084608
1,1438988385472764288
0,1506088045359108096
1,1551549827511736576
0,2942156815145422592
3,3925227000441239552
1,4471413108098098432
2,5267070131986385152
3,3958565223787229312
1,6349724872118731776
3,4507190048234008832
2,4709823998212555648
3,6361545446751182720
4,5786802028538237184
0,3555078506894334080
3,1076561113548401792
4,5820031915640600576
4,6394299795062909824
0,2355353472352501760
2,2595106209036790400
2,6473957041673854976
3,2821187824300815872
4,5033799566102473216
3,1164387765913371264
1,6091527243771951872
4,2430102739574617600
4,6154501497366060928
4,6399887547515789312
4,4392730239242944512
4,2239085546556193664
0,5017947116692463872
0,4805658359403594624
2,1439982932395793152
3,6649314504759671808
2,1190361082419713408
0,6271795920348213632
1,6262599536378076928
2,1028358695585344512
4,2115137360238534528
4,5926927398173533440
1,3048196430951060608
1,1419672169491668224
4,1205260908086160256
1,1674026489312726912
4,6846274150108885888
3,5160953309851001088
3,5160017861678314112
3,5255833982171372160
0,1373782608597876992
3,5040925329163372160
4,6755723938728158592
0,2191523422323368960
1,6360775788611949952
2,2161459986977895680
0,1204560175581853056
4,4245198662381626496
0,1806210670575146368
1,2104647641353875584
3,5283644754384724992
4,5805170297990010496
2,3875618375825091072
4,1700665216512521472
4,6634681619903441536
3,1357126480612294656
1,594872903439945344
4,6723026215272498688
4,4713197815282437760
2,6519432876958395648
2,2091886400166624896
3,4695750352456302464
3,1165140965738126592
4,4635308098037892224
4,6604497139501570304
1,5120745544012820480
0,6871417605919343232
1,2291213697768497280
3,4937714447542926464
2,2318284331175172992
1,6414971163423900032
1,4582574218998626944
2,1327815910091048704
3,2680592447822226816
4,4700682005704172160
3,5918630788346143232
1,5785706571357023232
2,1355691416073300608
0,732455957358977536
1,3727501893137201024
4,1580918710801198720
3,85455422395957760
1,2847089638190651904
1,5846718162364308352
0,5717948445741886720
4,6480340668745417216
1,4788500274293315456
4,6662135501832329984
4,3507086507968955648
1,1807555540787968512
2,4385921582207859072
2,3730741672868196992
0,3810056799563694080
4,6527832596038349568
4,1372153338523772800
4,4541119229015407360
0,5912635980382468736
0,3475093880696686080
1,4527440960771463424
1,2489191181645883136
1,3986147224588409088
0,3516675039637295104
0,130486402148979712
1,5723282588960144128
3,5658377936537057152
4,1155688223755616128
4,6295290246154160128
4,1386173486167680000
4,2183491146287220096
1,1082216417246290176
0,4562284827850465408
4,4548251898384258304
2,6899069296858520448
4,3507069976638932224
1,1202185367904311040
1,3174810211405980032
1,3429690475744913920
1,2825811128959907712
0,4502018877550138624
2,1051938925034388352
4,3796529439287657600
2,1203542165253246592
1,4744487236149976832
3,2434546656336235392
3,5435893785883564544
1,4876360049445809664
4,6541902840179551872
0,3700459885689494272
4,4696244582932917632
0,561068040487931008
1,6240797182872389376
4,4358250757185813248
0,6719562818054133120
3,5398878589492993536
4,6709848735907940352
2,1344801543674415744
3,3795827435472910464
1,6135174763012646528
1,4675932342561424896
1,6254615363974437376
1,2696591407158438400
1,4800932143030540160
0,5195254636665583232
0,5828762690814039424
4,1328056458324071296
2,6462997384646271232
3,4422405473958747904
3,3636291906055238784
1,1260211058971256320
3,6631724144078768640
1,2720349654411028864
2,1137047447216478976
4,6738722838960331136
3,4359047044123563520
1,407281548135069568
4,6359488397935463424
1,2683302739689604608
1,5815765187734551424
4,6730093876011745408
3,2350916908574978304
1,1429125151992264448
3,6777267597758167552
1,463729272517576704
3,6882106065825106816
4,6493511065699807616
2,1498964240802993408
3,4357014940476683136
1,158403620853473920
4,4294940808968778240
2,1222514100952516480
4,2135008490292577920
4,5915716640167312128
4,6035980878411236224
4,4048343028318918784
0,5812831591934641536
4,1269049315688314112
1,2136392088236448000
4,6693977633449339904
4,3419098055597638400
3,2351087813913319936
4,5427898343488725760
0,5792757224031364480
2,283376380210094592
4,6095750227414522752
4,3506051489570217088
4,4482918780026939392
3,321788540479498752
0,2617326170802757120
0,498977381917248640
4,1284469553951048832
2,1756859469102562304
4,6205065047832680448
4,7661981137897472
0,1891307991465091456
2,1049951282888721536
3,3971164287011475072
4,6733130624059323520
0,3481179265240448128
0,4640934784369262336
2,624445677418110080
4,1951343491009593088
3,629471029672443136
4,6413414048799129472
2,5047297686242433792
1,1537445567226599424
3,6893446497473274240
0,4612765846222069376
0,1524761394932507648
4,6382789007832083456
4,1770473622076724608
4,6035013583068110336
4,4275363003678338304
3,3779987424286459136
4,6206956310912827008
2,5806384261908917248
4,1740198328887499392
2,3991219482181244800
3,4426800909133748608
0,6413890755809503872
0,6656481740026335616
4,2287803837332856064
4,6852391454848770560
2,1267869883309321472
1,4344157045343419264
4,6622214017036143872
0,2872312812890374912
4,2792555648159623296
4,4972436956029106688
2,5776517093687597312
4,1574554806218691200
4,6703171642304292608
3,6743372712293225856
1,5186174693547185408
1,1719544690154414336
3,5402909845795655296
4,6606900779293362048
2,1446991700547139456
1,521133881247519616
4,6487689907544885376
2,340459862827648640
4,6217510454314922112
3,5018387093141989504
1,510621106984314368
2,2407428061030579456
1,2153870749702964864
0,6821398897823930496
4,6729700182131815808
1,320390678948192000
1,571069129535306752
1,1197297729480656000
1,6635237392971449216
4,6442297532065293696
4,6686159074983477120
1,1400590110832440960
4,5830550977751830144
4,6677929230449609728
4,5778380491019689856
1,5844822432523705344
1,2446865825132018816
4,1205105224111011968
2,4220602037513784192
0,439191261064356352
4,4576243643369368064
2,6786178624104294400
4,6912315319597237120
1,5772494869696116608
4,5229160173657278336
0,1511222317984417408
0,6257371667821694208
4,2400720181108079744
0,1159152372577728640
1,6102514594744919040
1,1559376735393327104
4,6358379815335562112
1,3247520915349877376
0,4421477829743733248
1,2126865713336594560
3,6009224434750099968
2,1405038872316934912
1,4788214122095750016
3,4377094732923183104
4,1424320389257881856
4,6179178352224212864
1,1124120248490108160
0,1487677685224553600
0,6449440715514860544
4,6313945492440154112
3,6221693580652642944
0,6276618137829077888
1,4604810776516980096
4,6781728075913627520
0,5394443705044179072
3,4715332070431085312
1,4385344372962939264
2,2080372383123002368
4,4345056995611433216
4,3144679400919523840
4,259420839343365888
1,1216637451819660032
4,3725476283481176192
0,6386333455362672512
4,6719558454366857344
